City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,River Falls,44.8614,-92.6238,80.69,82,17,9.57,US,2021-07-23 03:39:20
294,Hondo,32.45,130.2,87.75,74,100,7.02,JP,2021-07-23 03:39:20
295,Ajdabiya,30.7554,20.2263,74.82,76,0,9.22,LY,2021-07-23 03:39:21
296,Stokmarknes,68.5646,14.9108,50.49,84,100,7.38,NO,2021-07-23 03:39:22
297,Santiago,-33.4569,-70.6483,61.86,47,100,0.0,CL,2021-07-23 03:38:18
298,Coron,11.9986,120.2043,81.52,86,100,18.1,PH,2021-07-23 03:39:23
299,Fukue,32.6881,128.8419,82.76,69,0,5.75,JP,2021-07-23 03:39:24
300,Dubbo,-32.25,148.6167,57.33,62,90,21.85,AU,2021-07-23 03:39:25
301,Touros,-5.1989,-35.4608,72.5,88,14,13.71,BR,2021-07-23 03:39:26
302,Labuhan,-6.8844,112.2051,87.66,57,21,3.04,ID,2021-07-23 03:39:28
303,Iroquois Falls,48.7669,-80.6831,51.94,84,13,1.14,CA,2021-07-23 03:39:30
304,Kaeo,-35.1,173.7833,59.32,75,14,6.44,NZ,2021-07-23 03:39:30
305,Rochegda,62.8,43.25,54.03,79,100,4.74,RU,2021-07-23 03:39:31
306,Souillac,-20.5167,57.5167,71.37,78,75,11.5,MU,2021-07-23 03:39:31
307,Ixtapa,20.7,-105.2,77.95,95,98,1.66,MX,2021-07-23 03:39:32
308,Luwuk,-0.9516,122.7875,84.09,73,69,7.16,ID,2021-07-23 03:39:32
309,Ozernovskiy,51.5,156.5167,54.54,88,99,5.23,RU,2021-07-23 03:39:33
310,Matara,5.9485,80.5353,80.94,85,100,14.85,LK,2021-07-23 03:39:33
311,Chebsara,59.2002,38.8356,54.73,96,98,8.55,RU,2021-07-23 03:39:34
312,At-Bashi,41.1702,75.8106,69.3,27,1,1.52,KG,2021-07-23 03:39:35
313,Kpandae,8.4689,-0.0113,73.78,84,100,8.1,GH,2021-07-23 03:39:35
314,Broken Hill,-31.95,141.4333,47.91,87,90,14.97,AU,2021-07-23 03:37:27
315,Gornopravdinsk,60.05,69.9,80.85,54,15,13.78,RU,2021-07-23 03:39:38
316,Velika Gorica,45.7125,16.0756,66.18,87,0,0.0,HR,2021-07-23 03:39:39
317,Limni,38.7667,23.3167,72.63,74,0,6.8,GR,2021-07-23 03:39:39
318,Barra Patuca,15.8,-84.2833,78.93,86,46,7.61,HN,2021-07-23 03:39:40
319,North Platte,41.1239,-100.7654,80.38,61,1,1.01,US,2021-07-23 03:34:44
320,Beian,63.6559,9.5683,53.69,87,75,11.5,NO,2021-07-23 03:39:41
321,Fare,-16.7,-151.0167,77.85,65,16,13.71,PF,2021-07-23 03:39:41
322,Mizan Teferi,6.9833,35.5833,59.34,96,72,2.93,ET,2021-07-23 03:39:42
323,Sedona,34.8697,-111.761,79.25,67,100,3.65,US,2021-07-23 03:36:14
324,Sao Filipe,14.8961,-24.4956,73.51,85,10,9.04,CV,2021-07-23 03:39:43
325,Pechora,65.1472,57.2244,59.83,39,8,6.49,RU,2021-07-23 03:39:44
326,Shimoda,34.6667,138.95,84.56,71,48,7.05,JP,2021-07-23 03:39:45
327,Mugur-Aksy,50.35,90.5,64.0,52,100,14.14,RU,2021-07-23 03:39:45
328,Goderich,43.7501,-81.7165,62.92,72,99,2.3,CA,2021-07-23 03:39:46
329,Lalsk,60.7415,47.5862,54.43,66,54,4.65,RU,2021-07-23 03:39:46
330,Caibarien,22.5206,-79.4669,78.12,81,23,10.63,CU,2021-07-23 03:39:47
331,Nishihara,26.1842,127.7558,78.85,97,90,32.21,JP,2021-07-23 03:39:48
332,Wonthaggi,-38.6044,145.5913,51.37,75,100,11.12,AU,2021-07-23 03:39:48
333,Lebu,-37.6167,-73.65,50.9,86,100,8.37,CL,2021-07-23 03:37:29
334,Port Said,31.2565,32.2841,78.78,83,40,12.66,EG,2021-07-23 03:37:05
335,Beisfjord,68.3751,17.5988,49.24,94,100,7.07,NO,2021-07-23 03:39:49
336,Jinchang,38.4953,102.1739,90.61,27,9,14.03,CN,2021-07-23 03:39:50
337,Hazorasp,41.3194,61.0742,78.64,14,0,10.89,UZ,2021-07-23 03:39:51
338,Yanam,16.7333,82.2167,82.8,84,100,10.29,IN,2021-07-23 03:39:51
339,Meulaboh,4.1363,96.1285,85.77,63,61,0.74,ID,2021-07-23 03:39:52
340,Cidreira,-30.1811,-50.2056,57.76,90,53,13.4,BR,2021-07-23 03:39:52
341,Rusanesti,43.9333,24.6,61.25,59,56,7.76,RO,2021-07-23 03:39:53
342,Rosarito,32.3333,-117.0333,73.08,80,86,4.09,MX,2021-07-23 03:39:55
343,Saldanha,-33.0117,17.9442,41.05,73,0,9.62,ZA,2021-07-23 03:39:55
344,Ambatofinandrahana,-20.55,46.8,49.28,86,12,2.33,MG,2021-07-23 03:39:56
345,Le Port,-20.9373,55.2919,67.96,68,6,6.24,RE,2021-07-23 03:39:56
346,Maceio,-9.6658,-35.7353,74.64,78,20,3.44,BR,2021-07-23 03:39:51
347,Mehran,33.1222,46.1646,85.48,17,0,12.35,IR,2021-07-23 03:39:57
348,Sol-Iletsk,51.1631,54.9918,74.03,73,80,8.3,RU,2021-07-23 03:39:58
349,Tiksi,71.6872,128.8694,48.18,72,100,10.38,RU,2021-07-23 03:39:59
350,Buala,-8.145,159.5921,84.99,69,15,6.62,SB,2021-07-23 03:37:53
351,Havre-Saint-Pierre,50.2334,-63.5986,57.56,94,90,4.61,CA,2021-07-23 03:40:02
352,Nouakchott,18.0858,-15.9785,73.33,77,1,17.56,MR,2021-07-23 03:40:02
353,Mecca,21.4267,39.8261,86.72,50,95,9.37,SA,2021-07-23 03:40:04
354,Lubango,-14.9172,13.4925,49.21,26,28,5.23,AO,2021-07-23 03:40:05
355,Caravelas,-17.7125,-39.2481,68.72,77,74,8.01,BR,2021-07-23 03:40:05
356,Kushmurun,52.4503,64.6311,84.6,30,11,17.34,KZ,2021-07-23 03:40:06
357,Susanville,40.4163,-120.653,66.81,22,0,4.0,US,2021-07-23 03:35:31
358,Uruzgan,32.8333,66.0,82.81,15,79,2.84,AF,2021-07-23 03:40:07
359,Hachinohe,40.5,141.5,79.83,70,91,7.49,JP,2021-07-23 03:40:07
360,Abengourou,6.7297,-3.4964,70.27,96,82,2.53,CI,2021-07-23 03:40:08
361,Abay,49.6311,72.8539,73.78,33,0,11.32,KZ,2021-07-23 03:40:09
362,Yumen,40.2833,97.2,91.44,24,72,14.5,CN,2021-07-23 03:40:10
363,Katiola,8.1333,-5.1,74.03,97,79,5.1,CI,2021-07-23 03:40:10
364,Paracatu,-17.2222,-46.8747,59.85,52,62,2.68,BR,2021-07-23 03:40:11
365,Byron Bay,-28.65,153.6167,67.05,69,100,5.46,AU,2021-07-23 03:36:03
366,Faxinal,-24.0003,-51.3194,51.19,47,0,5.06,BR,2021-07-23 03:40:13
367,Barra Do Garcas,-15.89,-52.2567,67.96,44,0,2.33,BR,2021-07-23 03:40:14
368,Vardo,70.3705,31.1107,44.8,79,100,26.35,NO,2021-07-23 03:40:14
369,Marfino,55.7028,37.3822,56.48,82,0,8.95,RU,2021-07-23 03:40:15
370,Luena,-11.7833,19.9167,49.93,29,40,8.1,AO,2021-07-23 03:40:15
371,Muros,42.7762,-9.0603,63.99,91,99,6.58,ES,2021-07-23 03:40:16
372,Bac Lieu,9.285,105.7244,88.43,63,100,13.22,VN,2021-07-23 03:39:37
373,Casablanca,33.5928,-7.6192,73.33,88,96,11.01,MA,2021-07-23 03:37:19
374,Vuktyl,63.8567,57.3094,59.97,39,2,1.99,RU,2021-07-23 03:40:18
375,Shushenskoye,53.325,91.9356,74.88,69,97,3.91,RU,2021-07-23 03:40:18
376,Kuytun,54.3419,101.5036,73.38,39,9,9.93,RU,2021-07-23 03:40:19
377,Ust-Nera,64.5667,143.2,57.33,89,100,2.89,RU,2021-07-23 03:40:21
378,Waddan,29.1614,16.139,72.21,68,0,3.94,LY,2021-07-23 03:40:21
379,Buford,34.1207,-84.0043,79.02,81,85,2.46,US,2021-07-23 03:35:48
380,Arrecife,28.963,-13.5477,73.47,78,0,20.71,ES,2021-07-23 03:40:23
381,Itanagar,27.1,93.6167,81.23,65,14,5.37,IN,2021-07-23 03:40:23
382,Sergeyevka,53.88,67.4158,77.68,41,84,16.17,KZ,2021-07-23 03:40:24
383,Port Blair,11.6667,92.75,83.61,81,97,22.1,IN,2021-07-23 03:37:13
384,Westport,41.1415,-73.3579,74.98,81,40,3.0,US,2021-07-23 03:40:25
385,Polyarnyy,69.1989,33.4478,41.47,78,98,23.87,RU,2021-07-23 03:40:26
386,Hoi An,15.8794,108.335,93.16,64,100,13.51,VN,2021-07-23 03:40:26
387,Mandalgovi,45.7625,106.2708,74.75,27,78,4.41,MN,2021-07-23 03:40:29
388,Rocha,-34.4833,-54.3333,48.56,77,66,7.63,UY,2021-07-23 03:40:30
389,Atar,20.5169,-13.0499,80.1,32,32,4.38,MR,2021-07-23 03:40:31
390,Olafsvik,64.8945,-23.7142,52.18,97,100,10.96,IS,2021-07-23 03:40:31
391,Larsnes,62.2028,5.5773,57.85,89,12,12.88,NO,2021-07-23 03:40:31
392,Leh,34.1667,77.5833,62.98,47,56,3.87,IN,2021-07-23 03:40:32
393,Saint George,37.1041,-113.5841,79.36,77,75,1.99,US,2021-07-23 03:40:33
394,Kulhudhuffushi,6.6221,73.07,82.85,74,100,17.54,MV,2021-07-23 03:40:33
395,Tikapur,28.5,81.1333,91.81,60,86,0.89,NP,2021-07-23 03:40:34
396,Santa Marta,11.2408,-74.199,85.98,69,68,21.0,CO,2021-07-23 03:38:38
397,Nadym,65.5333,72.5167,61.95,57,100,17.2,RU,2021-07-23 03:40:37
398,Berdigestyakh,62.0989,126.6992,80.15,36,100,5.88,RU,2021-07-23 03:40:37
399,Suhbaatar,50.2314,106.2078,77.27,56,99,3.33,MN,2021-07-23 03:40:39
400,Buin,-33.7333,-70.75,62.74,53,100,2.39,CL,2021-07-23 03:40:40
401,Saint-Augustin,51.226,-58.6502,48.24,94,100,13.78,CA,2021-07-23 03:40:40
402,Shirokiy,49.758,129.523,88.99,56,94,7.25,RU,2021-07-23 03:40:42
403,Ghosi,26.1083,83.5436,92.43,59,25,9.71,IN,2021-07-23 03:40:43
404,Biak,-0.9131,122.8766,81.32,74,71,7.65,ID,2021-07-23 03:39:24
405,Santiago De Cao,-7.9589,-79.2392,63.5,88,31,10.36,PE,2021-07-23 03:40:44
406,Hambantota,6.1241,81.1185,84.54,84,40,14.97,LK,2021-07-23 03:40:45
407,Milkovo,54.7167,158.6167,79.07,43,3,3.51,RU,2021-07-23 03:40:46
408,Walvis Bay,-22.9575,14.5053,52.75,43,0,3.44,NA,2021-07-23 03:40:46
409,Urman,54.8831,56.8742,61.9,86,100,4.68,RU,2021-07-23 03:40:47
410,Cerrito,6.8432,-72.694,53.51,92,94,6.17,CO,2021-07-23 03:40:47
411,Heilbron,-27.2812,27.9709,23.61,62,0,4.21,ZA,2021-07-23 03:40:48
412,Isabela,6.7085,121.9711,86.05,72,93,10.92,PH,2021-07-23 03:40:49
413,Marsa Matruh,31.3525,27.2453,77.2,88,0,8.05,EG,2021-07-23 03:37:57
414,Salym,60.0625,71.4789,77.29,58,17,13.8,RU,2021-07-23 03:40:50
415,Port Hardy,50.6996,-127.4199,57.38,82,90,8.05,CA,2021-07-23 03:39:24
416,Kimbe,-5.5502,150.1429,83.89,79,98,0.78,PG,2021-07-23 03:40:50
417,Longonjo,-12.9067,15.2533,50.22,29,88,4.54,AO,2021-07-23 03:40:51
418,Odweyne,9.4092,45.064,73.45,49,86,21.03,SO,2021-07-23 03:40:53
419,Belmonte,-15.8631,-38.8828,66.7,78,27,10.49,BR,2021-07-23 03:40:54
420,Kolhapur,16.7,74.2167,72.97,93,100,9.82,IN,2021-07-23 03:40:54
421,Balclutha,-46.2339,169.75,52.61,52,12,3.18,NZ,2021-07-23 03:40:55
422,Denpasar,-8.65,115.2167,83.86,74,20,13.8,ID,2021-07-23 03:40:56
423,Katsuura,35.1333,140.3,93.31,67,16,8.72,JP,2021-07-23 03:40:56
424,Saint-Joseph,-21.3667,55.6167,66.56,73,22,10.98,RE,2021-07-23 03:40:56
425,Dzilam Gonzalez,21.2833,-88.9333,78.94,87,0,6.58,MX,2021-07-23 03:40:57
426,Flin Flon,54.7682,-101.865,67.95,88,24,12.46,CA,2021-07-23 03:40:58
427,Tautira,-17.7333,-149.15,80.62,70,2,10.98,PF,2021-07-23 03:40:59
428,Eydhafushi,5.1033,73.0708,81.75,77,90,13.22,MV,2021-07-23 03:41:00
429,Corinth,37.9407,22.9573,77.68,61,0,2.75,GR,2021-07-23 03:41:01
430,Tynda,55.1667,124.7167,80.65,64,92,6.96,RU,2021-07-23 03:41:01
431,Matagami,49.7502,-77.6328,51.91,93,1,0.0,CA,2021-07-23 03:41:02
432,Tommot,58.9564,126.2925,78.35,64,97,9.13,RU,2021-07-23 03:41:02
433,Alpine,32.835,-116.7664,77.67,66,1,5.75,US,2021-07-23 03:38:40
434,Rangpur,25.75,89.25,90.12,62,47,14.7,BD,2021-07-23 03:41:03
435,Rio Gallegos,-51.6226,-69.2181,39.25,65,75,18.41,AR,2021-07-23 03:41:04
436,Yuanping,38.7153,112.7575,77.13,61,100,4.45,CN,2021-07-23 03:41:05
437,Tura,25.5198,90.2201,84.58,80,28,4.18,IN,2021-07-23 03:41:06
438,Gat,31.61,34.7642,77.68,100,80,8.32,IL,2021-07-23 03:41:03
439,Paita,-5.0892,-81.1144,65.34,79,48,11.59,PE,2021-07-23 03:41:06
440,Bubaque,11.2833,-15.8333,80.49,83,100,17.31,GW,2021-07-23 03:41:07
441,Vanavara,60.34,102.2797,77.13,37,23,7.09,RU,2021-07-23 03:41:09
442,Ngaoundere,7.3167,13.5833,63.7,98,100,2.37,CM,2021-07-23 03:41:10
443,Qena,26.1615,32.7183,84.31,30,0,5.82,EG,2021-07-23 03:41:10
444,Oriximina,-1.7656,-55.8661,77.52,78,56,3.09,BR,2021-07-23 03:41:11
445,Tilichiki,60.4667,166.1,62.62,60,83,9.42,RU,2021-07-23 03:37:14
446,Leningradskiy,69.3833,178.4167,39.45,80,82,10.89,RU,2021-07-23 03:41:12
447,Puro,12.4841,123.3827,86.54,68,100,25.23,PH,2021-07-23 03:41:13
448,Portland,45.5234,-122.6762,76.93,52,20,1.01,US,2021-07-23 03:39:41
449,Sistranda,63.7256,8.834,53.56,84,100,10.58,NO,2021-07-23 03:41:15
450,Pekan,3.4836,103.3996,86.11,57,36,6.15,MY,2021-07-23 03:41:16
451,Lokomotivnyy,53.0118,60.5684,76.55,55,72,3.24,RU,2021-07-23 03:41:19
452,Sinnamary,5.3833,-52.95,77.58,89,57,8.86,GF,2021-07-23 03:41:19
453,Nuevo Progreso,23.1667,-97.95,80.6,88,98,3.49,MX,2021-07-23 03:41:20
454,Pundaguitan,6.3711,126.1689,85.57,68,7,12.33,PH,2021-07-23 03:39:20
455,Abonnema,4.7084,6.7931,74.91,88,100,5.19,NG,2021-07-23 03:41:21
456,Turukhansk,65.8167,87.9833,68.38,59,91,3.67,RU,2021-07-23 03:41:22
457,Antofagasta,-23.65,-70.4,54.68,82,20,1.7,CL,2021-07-23 03:41:23
458,Bafq,31.6128,55.4107,94.33,11,3,5.95,IR,2021-07-23 03:41:24
459,Bathsheba,13.2167,-59.5167,81.21,83,75,19.57,BB,2021-07-23 03:41:24
460,Labelle,26.7617,-81.4384,84.97,74,99,2.17,US,2021-07-23 03:41:26
461,Gamba,-2.65,10.0,69.87,83,93,3.29,GA,2021-07-23 03:41:27
462,Bilibino,68.0546,166.4372,67.86,37,80,5.46,RU,2021-07-23 03:41:28
463,Mutis,6.2262,-77.4044,78.28,92,100,5.68,CO,2021-07-23 03:41:28
464,Gordeyevka,52.9569,31.9703,57.0,72,41,6.11,RU,2021-07-23 03:41:29
465,Pacific Grove,36.6177,-121.9166,63.61,87,90,1.01,US,2021-07-23 03:41:30
466,Yatou,37.15,122.3833,86.94,53,96,4.88,CN,2021-07-23 03:41:31
467,Hami,42.8,93.45,96.24,23,100,6.73,CN,2021-07-23 03:41:31
468,Waitara,-38.925,174.25,55.72,82,19,5.93,NZ,2021-07-23 03:41:32
469,Sancti Spiritus,21.9297,-79.4425,73.24,92,7,5.48,CU,2021-07-23 03:41:34
470,Tromso,69.6496,18.957,45.37,93,100,6.91,NO,2021-07-23 03:39:41
471,Santa Cruz Cabralia,-16.2781,-39.0247,66.43,82,20,3.44,BR,2021-07-23 03:41:35
472,Namibe,-15.1961,12.1522,64.94,84,6,9.06,AO,2021-07-23 03:41:35
473,Sitka,57.0531,-135.33,62.49,55,75,14.97,US,2021-07-23 03:41:36
474,Pauini,-7.7136,-66.9764,71.33,65,2,2.39,BR,2021-07-23 03:41:36
475,Oranjemund,-28.55,16.4333,53.2,39,1,11.88,NA,2021-07-23 03:41:37
476,Channel-Port Aux Basques,47.5702,-59.1367,57.9,91,89,11.07,CA,2021-07-23 03:41:38
477,Kunming,25.0389,102.7183,66.13,88,90,8.95,CN,2021-07-23 03:41:38
478,Orel-Izumrud,43.4583,39.9244,69.03,88,75,7.0,RU,2021-07-23 03:41:39
479,Port Augusta,-32.5,137.7667,55.71,63,74,8.19,AU,2021-07-23 03:41:40
480,Kysyl-Syr,63.8986,122.7617,79.56,45,90,1.59,RU,2021-07-23 03:41:41
481,Jalu,29.0331,21.5482,76.55,61,1,13.69,LY,2021-07-23 03:41:42
482,Okhotsk,59.3833,143.3,59.92,85,91,4.61,RU,2021-07-23 03:41:43
483,Camacha,33.0833,-16.3333,68.76,83,40,10.36,PT,2021-07-23 03:41:45
484,Kango,0.1943,10.0951,71.37,85,100,2.93,GA,2021-07-23 03:41:46
485,Newala,-10.9431,39.2787,59.25,96,53,2.08,TZ,2021-07-23 03:41:47
486,Kpandu,6.9954,0.2931,71.83,87,100,6.62,GH,2021-07-23 03:41:47
487,Urengoy,65.9667,78.3667,67.06,50,99,11.25,RU,2021-07-23 03:41:48
488,Orange Cove,36.6244,-119.3137,94.37,23,1,5.75,US,2021-07-23 03:41:48
489,Nemuro,43.3236,145.575,82.83,90,72,13.58,JP,2021-07-23 03:41:49
490,Shellbrook,53.2168,-106.4011,63.63,70,0,12.37,CA,2021-07-23 03:41:50
491,Iskandar,41.5539,69.7008,83.25,14,0,3.38,UZ,2021-07-23 03:41:50
492,Kargasok,59.0556,80.8572,79.3,49,91,7.38,RU,2021-07-23 03:41:51
493,Faya,18.3851,42.4509,60.91,85,100,3.13,SA,2021-07-23 03:39:38
494,Aykhal,66.0,111.5,70.97,35,40,9.78,RU,2021-07-23 03:41:52
495,Imperia,43.9667,7.7833,68.0,87,0,5.55,IT,2021-07-23 03:41:53
496,Oeiras,-7.0253,-42.1311,72.36,57,4,8.25,BR,2021-07-23 03:41:53
497,Dickinson,29.4608,-95.0513,85.15,83,40,8.05,US,2021-07-23 03:39:29
498,Hede,33.7681,120.2517,86.09,66,100,11.77,CN,2021-07-23 03:41:54
499,Balakovo,52.0278,47.8007,66.13,70,100,8.9,RU,2021-07-23 03:41:56
500,Svetlaya,46.5389,138.3297,76.01,75,91,7.9,RU,2021-07-23 03:41:57
501,Clarence Town,-32.5833,151.7833,66.97,59,65,1.3,AU,2021-07-23 03:41:58
502,Susaki,33.3667,133.2833,86.07,74,100,7.58,JP,2021-07-23 03:41:59
503,Cape Canaveral,28.4058,-80.6048,82.04,94,1,0.0,US,2021-07-23 03:41:59
504,Marau,-28.4492,-52.2,53.71,76,54,4.03,BR,2021-07-23 03:42:00
505,Olinda,-8.0089,-34.8553,73.13,78,75,16.11,BR,2021-07-23 03:42:00
506,Spirit River,55.7833,-118.8361,57.74,56,100,22.06,CA,2021-07-23 03:42:03
507,Gizo,-8.103,156.8419,84.13,71,13,4.85,SB,2021-07-23 03:42:03
508,Saint-Pierre,-21.3393,55.4781,67.64,63,0,9.22,RE,2021-07-23 03:42:04
509,Donghai,22.9459,115.642,94.95,51,3,5.35,CN,2021-07-23 03:42:05
510,Jiuquan,39.7432,98.5174,93.33,21,31,8.19,CN,2021-07-23 03:38:05
511,Gubkinskiy,64.434,76.5026,71.42,53,99,16.2,RU,2021-07-23 03:42:06
512,Bishop Auckland,54.6555,-1.6771,61.25,85,71,1.23,GB,2021-07-23 03:38:33
513,Vanderhoof,54.0166,-124.0198,57.47,55,18,10.65,CA,2021-07-23 03:42:07
514,Kostomuksha,64.571,30.5767,48.7,71,50,9.93,RU,2021-07-23 03:42:08
515,Oyek,52.5861,104.4556,71.98,87,100,4.74,RU,2021-07-23 03:42:09
516,Tabou,4.423,-7.3528,75.24,85,100,10.63,CI,2021-07-23 03:42:10
517,Porto Novo,6.4965,2.6036,78.62,81,89,7.34,BJ,2021-07-23 03:42:12
518,Nikolsk,53.7189,46.0712,59.47,65,0,6.96,RU,2021-07-23 03:42:14
519,Hofn,64.2539,-15.2082,53.42,97,100,1.83,IS,2021-07-23 03:42:14
520,Puerto Leguizamo,-0.1934,-74.7819,70.27,98,100,2.44,CO,2021-07-23 03:42:16
521,Sur,22.5667,59.5289,93.9,51,0,9.24,OM,2021-07-23 03:38:22
522,Zyryanka,65.75,150.85,68.72,46,100,10.11,RU,2021-07-23 03:42:17
523,Manakara,-22.1333,48.0167,63.3,92,18,5.82,MG,2021-07-23 03:42:17
524,Vao,-22.6667,167.4833,69.53,71,67,6.76,NC,2021-07-23 03:42:18
525,Tongren,27.7172,109.1853,88.47,63,46,7.78,CN,2021-07-23 03:42:18
526,Bilma,18.6853,12.9164,83.21,46,81,11.18,NE,2021-07-23 03:39:34
527,Along,28.1667,94.7667,93.16,54,7,1.83,IN,2021-07-23 03:42:19
528,Pemangkat,1.1667,108.9667,86.52,69,80,8.86,ID,2021-07-23 03:42:20
529,Moranbah,-22.0016,148.0466,81.18,35,19,20.13,AU,2021-07-23 03:42:20
530,Coihaique,-45.5752,-72.0662,37.35,93,90,5.75,CL,2021-07-23 03:42:21
531,Beyneu,45.3167,55.2,92.88,15,68,17.43,KZ,2021-07-23 03:42:21
532,Jumla,29.2747,82.1838,68.16,85,100,2.39,NP,2021-07-23 03:39:04
533,Igarka,67.4667,86.5833,65.48,58,90,9.31,RU,2021-07-23 03:42:22
534,Acajutla,13.5928,-89.8275,83.8,71,100,6.62,SV,2021-07-23 03:42:23
535,Yuzhou,34.1628,113.4639,77.27,93,100,7.43,CN,2021-07-23 03:42:25
536,Omboue,-1.5746,9.2618,72.82,75,100,5.26,GA,2021-07-23 03:42:26
537,Clyde River,70.4692,-68.5914,35.83,100,90,5.75,CA,2021-07-23 03:42:26
538,Chambas,22.1928,-78.9136,82.02,89,13,4.68,CU,2021-07-23 03:42:27
539,Myitkyina,25.3833,97.4,87.87,67,69,2.57,MM,2021-07-23 03:42:28
540,Sabha,27.0377,14.4283,76.84,52,0,13.94,LY,2021-07-23 03:38:02
541,Laranjal Paulista,-23.0497,-47.8367,56.14,89,0,5.84,BR,2021-07-23 03:42:30
542,Macapa,0.0389,-51.0664,80.58,94,40,2.3,BR,2021-07-23 03:42:30
543,Gorin,51.1983,136.6669,96.15,41,19,2.95,RU,2021-07-23 03:42:31
544,Verkhnevilyuysk,63.4453,120.3167,70.03,75,100,2.26,RU,2021-07-23 03:42:31
545,Aksay,47.26,39.87,66.72,85,100,8.99,RU,2021-07-23 03:42:32
546,Arukula,59.3644,25.0772,62.51,72,0,9.22,EE,2021-07-23 03:42:32
547,Morro Bay,35.3658,-120.8499,74.28,83,46,3.0,US,2021-07-23 03:42:03
548,Boynton Beach,26.5254,-80.0664,84.97,83,1,3.0,US,2021-07-23 03:42:34
549,Sola,-13.8833,167.55,77.67,94,90,0.0,VU,2021-07-23 03:38:20
550,Mayahi,13.9553,7.6712,79.45,69,80,15.93,NE,2021-07-23 03:42:35
551,Gisborne,-38.6533,178.0042,53.94,85,62,8.57,NZ,2021-07-23 03:42:37
552,La Ronge,55.1001,-105.2842,71.85,43,90,5.75,CA,2021-07-23 03:42:37
553,Teodoro Sampaio,-22.5325,-52.1675,57.29,40,0,5.75,BR,2021-07-23 03:42:38
554,Ahome,25.9167,-109.1833,88.14,73,58,4.12,MX,2021-07-23 03:42:39
555,Zhigansk,66.7697,123.3711,72.86,47,100,1.36,RU,2021-07-23 03:42:40
556,Dire Dawa,9.5931,41.8661,71.85,66,87,6.8,ET,2021-07-23 03:42:41
557,Salo,45.6086,10.531,71.69,85,4,5.64,IT,2021-07-23 03:42:43
558,Soe,-9.8607,124.284,84.25,22,13,7.61,ID,2021-07-23 03:42:43
559,Ulladulla,-35.35,150.4667,57.87,62,97,8.19,AU,2021-07-23 03:42:44
560,Turkistan,43.0,68.0,89.22,21,0,2.1,KZ,2021-07-23 03:42:44
